size,direction,distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse_target.x,mouse_target.y,mouse_target.leftButton,mouse_target.midButton,mouse_target.rightButton,mouse_target.time,mouse_target.clicked_name,session,participant,date,expName,frameRate,
400,60,200,1,43,143,35,-0.22875,0.3488888888888889,1,0,0,0.465410599950701,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,75,400,1,44,144,78,-0.24125,-0.14888888888888888,1,0,0,0.6483352000359446,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,30,200,1,45,145,27,-0.19,0.41333333333333333,1,0,0,0.5320870999712497,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,45,100,1,46,146,10,-0.2425,0.4666666666666667,1,0,0,0.3659652001224458,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,75,400,1,47,147,77,-0.24875,-0.1688888888888889,1,0,0,0.798209099797532,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,75,300,1,48,148,59,-0.22375,-0.0022222222222222222,1,0,0,0.44910420011729,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,75,200,1,49,149,37,-0.32625,0.2288888888888889,1,0,0,0.5652953002136201,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,75,200,1,50,150,38,-0.29375,0.27111111111111114,1,0,0,0.4155687000602484,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,60,200,1,51,151,33,-0.2125,0.24222222222222223,1,0,0,0.4987590000964701,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,75,500,1,52,152,96,-0.22625,-0.40444444444444444,1,0,0,0.7483560999389738,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,45,300,1,53,153,49,-0.14125,0.2,1,0,0,0.5817066999152303,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,45,200,1,54,154,30,-0.21875,0.35777777777777775,1,0,0,0.4651324001606554,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,45,100,1,55,155,9,-0.2875,0.4955555555555556,1,0,0,0.5488296998664737,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,60,300,1,56,156,55,-0.1975,0.15333333333333332,1,0,0,0.4489395001437515,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,75,100,1,57,157,19,-0.31,0.40444444444444444,1,0,0,0.4153128999751061,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,75,500,1,58,158,98,-0.24875,-0.36666666666666664,1,0,0,0.648471700027585,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,15,300,1,59,159,43,-0.0425,0.5177777777777778,1,0,0,0.614960900042206,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,30,500,1,60,160,87,0.1075,0.17777777777777778,1,0,0,0.6321072999853641,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,60,400,1,61,161,75,-0.15125,-0.017777777777777778,1,0,0,0.5656423000618815,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,45,400,1,62,162,68,-0.01625,0.024444444444444446,1,0,0,0.6477703000418842,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,45,400,1,63,163,71,-0.06375,0.1288888888888889,1,0,0,0.6316249999217689,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,30,100,1,64,164,7,-0.29,0.5266666666666666,1,0,0,0.5155125998426229,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,45,500,1,65,165,88,0.0825,-0.14666666666666667,1,0,0,0.7153769999276847,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,75,400,1,66,166,76,-0.24125,-0.22666666666666666,1,0,0,0.7149114001076669,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,75,300,1,67,167,58,-0.255,0.035555555555555556,1,0,0,0.49869709997437894,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,15,200,1,68,168,23,-0.18625,0.5022222222222222,1,0,0,0.9479940000455827,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,30,100,1,69,169,6,-0.2825,0.5444444444444444,1,0,0,0.5479627000167966,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
